structure_index,natoms,asr_drift_norm,is_valid_asr
299,5,1.7320508739608962e-08,True
300,4,0.0,True
301,4,0.0,True
302,4,1.7320508996004002e-08,True
303,4,1.000000038331452e-08,True
304,4,0.0,True
305,5,3.000000218615167e-08,True
306,4,1.7320507970423888e-08,True
307,4,9.99999993922537e-09,True
308,4,0.0,True
309,4,0.0,True
310,5,9.99999993922529e-09,True
311,4,0.0,True
312,4,1.9229626863835638e-16,True
313,4,0.0,True
314,4,1.4142136165819515e-08,True
315,4,1.7320509252399016e-08,True
316,4,0.0,True
317,4,1.4142135537782532e-08,True
318,4,1.7320508739608962e-08,True
319,4,0.0,True
320,4,0.0,True
321,5,6.280369834735101e-16,True
322,4,9.99999993922529e-09,True
323,4,9.999999939225295e-09,True
324,5,0.0,True
325,4,0.0,True
326,4,1.4142135537782539e-08,True
327,4,0.0,True
328,4,1.4142136793856499e-08,True
329,4,1.000000082740371e-08,True
330,4,1.4142136793856499e-08,True
331,4,0.0,True
332,4,1.414213553778256e-08,True
333,5,9.99999993922537e-09,True
334,5,1.999999987845058e-08,True
335,4,1.000000082740371e-08,True
336,4,4.965068306494546e-16,True
337,4,0.0,True
338,5,1.7320506944843804e-08,True
339,4,7.691850745534255e-16,True
340,4,1.4142135537782539e-08,True
341,4,1.7320507970423888e-08,True
342,4,1.4142136793856499e-08,True
343,5,1.7320507970423888e-08,True
344,5,1.538370149106851e-15,True
345,5,9.99999993922529e-09,True
346,4,0.0,True
347,4,1.4142135537782532e-08,True
348,5,1.538370149106851e-15,True
349,4,1.732050643205374e-08,True
350,4,0.0,True
351,4,9.999999939225292e-09,True
352,4,7.691850745534255e-16,True
353,5,1.0877919644084146e-15,True
354,5,1.732050925239904e-08,True
355,4,1.000000082740373e-08,True
356,5,7.691850745534255e-16,True
357,5,1.7320507393535082e-08,True
358,4,7.691850745534255e-16,True
359,4,0.0,True
360,5,9.99999905104687e-09,True
361,4,0.0,True
362,4,0.0,True
363,4,1.7320508996004002e-08,True
364,5,0.0,True
365,3,1.0000000161269895e-08,True
366,5,1.0000000161269915e-08,True
367,5,1.7320508739608962e-08,True
368,4,9.99999993922529e-09,True
369,4,1.73205074576339e-08,True
370,4,1.7320507201238814e-08,True
371,4,1.7320507970423888e-08,True
372,4,0.0,True
373,4,9.99999993922537e-09,True
374,4,0.0,True
375,4,1.0000000161269895e-08,True
376,4,0.0,True
377,4,0.0,True
378,4,0.0,True
379,5,1.4142135380773287e-08,True
380,4,0.0,True
381,4,9.99999993922529e-09,True
382,4,1.7320507970423888e-08,True
383,4,1.7320508739608962e-08,True
384,4,1.4142135537782532e-08,True
385,4,9.99999993922529e-09,True
386,5,1.7320507970423888e-08,True
387,4,0.0,True
388,5,1.7320507970423888e-08,True
389,4,9.99999949513616e-09,True
390,5,1.7320508226818918e-08,True
391,4,0.0,True
392,4,0.0,True
393,4,9.99999993922529e-09,True
394,5,2.0000000161281665e-08,True
395,5,1.7320508996003992e-08,True
396,5,1.7320507393535082e-08,True
397,4,6.661338147750939e-16,True
398,5,1.2560739669470201e-15,True
399,4,1.4142135537782539e-08,True
400,4,1.7320507970423888e-08,True
401,5,1.7320507201238824e-08,True
402,4,9.99999905104687e-09,True
403,4,1.7320508483213938e-08,True
404,4,0.0,True
405,4,1.7320507970423888e-08,True
406,4,1.4142135537782532e-08,True
407,4,1.7320506944843804e-08,True
408,4,9.999999939225302e-09,True
409,5,1.7320507970423888e-08,True
410,4,1.0000000050247603e-08,True
411,4,4.440892098500626e-16,True
412,4,0.0,True
413,5,9.99999993922529e-09,True
414,4,1.7320508739608962e-08,True
415,4,0.0,True
416,5,2.482534153247273e-16,True
417,4,1.000000082740371e-08,True
418,5,1.7320508996004002e-08,True
419,4,1.4142135537782532e-08,True
420,5,3.1401849173675503e-16,True
421,4,0.0,True
422,5,0.0,True
423,4,9.99999993922529e-09,True
424,4,3.1401849173675503e-16,True
425,5,1.7320507970423888e-08,True
426,4,9.99999993922529e-09,True
427,4,0.0,True
428,4,0.0,True
429,4,3.8459253727671276e-16,True
430,4,0.0,True
431,4,0.0,True
432,4,2.220446049250313e-16,True
433,5,9.99999993922537e-09,True
434,5,1.414213553778256e-08,True
435,5,1.7320508162720156e-08,True
436,4,1.7320508996004002e-08,True
437,4,1.4142135537782532e-08,True
438,4,4.440892098500626e-16,True
439,4,9.99999993922537e-09,True
440,5,1.732050893190523e-08,True
441,4,0.0,True
442,4,9.99999949513608e-09,True
443,5,1.7320507970423888e-08,True
444,4,0.0,True
445,4,1.4142135537782532e-08,True
446,4,1.4142135537782532e-08,True
447,5,0.0,True
448,4,0.0,True
449,4,1.2560739669470201e-15,True
450,4,1.7320507970423888e-08,True
451,4,5.438959822042073e-16,True
452,4,1.4142136165819523e-08,True
453,5,3.1401849173675503e-16,True
454,4,9.99999993922537e-09,True
455,4,1.4142136793856499e-08,True
456,5,1.732050643205374e-08,True
457,4,1.00000003833145e-08,True
458,4,1.732050643205374e-08,True
459,4,4.440892098500626e-16,True
460,4,0.0,True
461,4,1.7320507970423888e-08,True
462,5,1.7320507714028868e-08,True
463,4,9.99999993922531e-09,True
464,4,1.7320508355016425e-08,True
465,4,1.0000000050247593e-08,True
466,4,1.7320507201238814e-08,True
467,5,1.7320509508794036e-08,True
468,4,1.4142135537782532e-08,True
469,4,1.7320507970423888e-08,True
470,4,0.0,True
471,4,1.414213553778256e-08,True
472,4,1.4142136165819543e-08,True
473,4,0.0,True
474,5,1.7320507970423888e-08,True
475,6,1.4142135537782545e-08,True
476,6,1.0000000383314505e-08,True
477,6,8.881784197001252e-16,True
478,4,1.732050777812762e-08,True
479,3,0.0,True
480,3,9.99999993922529e-09,True
481,3,0.0,True
482,4,1.732050848321395e-08,True
483,5,1.7320507906325133e-08,True
484,3,2.220446049250313e-16,True
485,5,3.000000011373535e-08,True
486,2,0.0,True
487,4,9.99999993922529e-09,True
488,5,1.538370149106851e-15,True
489,5,4.965068306494546e-16,True
490,4,9.99999993922537e-09,True
491,12,3.464101606303603e-08,True
492,24,2.3868685587481545e-16,True
493,10,4.358898871839883e-08,True
494,5,3.0000000409794815e-08,True
495,10,3.8729834781816344e-08,True
496,36,4.4721355703355895e-08,True
497,5,1.4142136165819523e-08,True
498,5,3.0000000409794815e-08,True
499,36,6.928202521543043e-08,True
500,6,3.4641015972897153e-08,True
501,24,3.9999995760098584e-08,True
502,7,1.7320507089066006e-08,True
503,14,3.464101030015737e-08,True
504,4,0.0,True
505,30,1.0392305833473958e-07,True
506,12,4.0000006862328856e-08,True
507,8,0.0,True
