structure_index,natoms,asr_drift_norm,is_valid_asr
1788,16,1.4142138677967743e-08,True
1789,16,1.9999998990272174e-08,True
1790,15,1.7320505791066302e-08,True
1791,16,9.999999051048224e-09,True
1792,15,3.464101350509509e-08,True
1793,15,2.5510982866352577e-15,True
1794,16,3.000000292630038e-08,True
1795,16,1.4142134124699912e-08,True
1796,16,3.316624589436502e-08,True
1797,16,3.000000514674643e-08,True
1798,16,4.123105045866221e-08,True
1799,15,1.73205082268191e-08,True
1800,16,9.999997718779895e-09,True
1801,16,3.3166248974017665e-08,True
1802,16,2.6459668429208404e-15,True
1803,16,2.999999508072472e-08,True
1804,16,5.196152878277714e-08,True
1805,16,1.7320506303856243e-08,True
1806,16,2.4494892474550808e-08,True
1807,16,2.4494903624418174e-08,True
1808,16,3.4641015940847816e-08,True
1809,16,2.9999999225556927e-08,True
1810,16,1.88411095042053e-15,True
1811,16,3.316625151807824e-08,True
1812,16,2.4494900089094002e-08,True
1813,16,3.464101440247764e-08,True
1814,16,4.690416124240136e-08,True
1815,16,2.8284268877435765e-08,True
1816,16,6.928203175349804e-08,True
1817,16,2.999999641299214e-08,True
1818,16,2.000000520752111e-08,True
1819,16,1.4142136793856959e-08,True
1820,16,2.449489700701679e-08,True
1821,15,2.449489501273155e-08,True
1822,31,3.316625091553777e-08,True
1823,32,3.0000013732472765e-08,True
1824,31,5.196152262929677e-08,True
1825,31,2.000000254298594e-08,True
1826,31,1.0000002159674218e-08,True
1827,32,4.898978222962099e-08,True
1828,32,4.690415797593744e-08,True
1829,32,5.196152621882691e-08,True
1830,32,7.141428814217124e-08,True
1831,32,3.464101440247783e-08,True
1832,32,6.928204213749689e-08,True
1833,32,4.1231047604415605e-08,True
1834,32,3.0000006923106186e-08,True
1835,32,9.999999939232439e-09,True
1836,32,3.3166252120619154e-08,True
1837,32,5.000000715682598e-08,True
1838,32,2.8284265109213932e-08,True
1839,32,2.9999996857083214e-08,True
1840,32,3.000000869946124e-08,True
1841,32,8.124037442380233e-08,True
1842,32,7.348468621663729e-08,True
1843,32,1.732052053378284e-08,True
1844,32,9.999997274694488e-09,True
1845,32,7.348469745715347e-08,True
1846,32,4.242641917408732e-08,True
1847,32,2.9999996116934284e-08,True
1848,32,2.44948925652021e-08,True
1849,32,2.449489274650017e-08,True
1850,32,6.403125197231399e-08,True
1851,32,3.7416578150480506e-08,True
1852,32,4.242640483390975e-08,True
1853,32,1.9999990996668025e-08,True
1854,24,1.3856406632734139e-07,True
1855,36,1.3856406376339137e-07,True
1856,32,7.681147343146648e-08,True
1857,10,1.7320506944843794e-08,True
1858,10,1.7320507970423888e-08,True
1859,10,1.73205094446953e-08,True
1860,10,1.7320509252399016e-08,True
1861,10,2.6084334968580714e-15,True
1862,10,1.7320507970423898e-08,True
1863,10,3.464101671003287e-08,True
1864,10,1.732050745763385e-08,True
1865,10,1.2947314098277875e-15,True
1866,10,1.7320507970423898e-08,True
1867,10,3.4641014402477634e-08,True
1868,10,3.46410161972428e-08,True
1869,10,1.7320510085682878e-08,True
1870,10,3.4641016966427877e-08,True
1871,10,3.4641015940847776e-08,True
1872,52,1.7204652014391263e-07,True
1873,20,4.123105342061734e-08,True
1874,25,4.2426406948883394e-08,True
1875,34,7.34846913103918e-08,True
1876,19,4.582575950561893e-08,True
1877,19,5.099019584937994e-08,True
1878,16,4.123106149867643e-08,True
1879,19,4.242640232176191e-08,True
1880,19,3.464101594084784e-08,True
1881,33,5.477224747187731e-08,True
1882,23,3.162277502930162e-08,True
1883,19,3.3166250011727536e-08,True
1884,19,4.472135857688816e-08,True
1885,25,4.690416649714963e-08,True
1886,25,3.872983305111759e-08,True
1887,11,3.4641016133144187e-08,True
1888,24,2.000000254298676e-08,True
1889,11,2.2360680036306993e-08,True
1890,24,4.6904153099909945e-08,True
1891,6,1.732050843113371e-08,True
1892,21,2.0000000933163946e-08,True
1893,54,8.246212197413222e-08,True
1894,36,8.944271021509485e-08,True
1895,36,5.656854591937529e-08,True
1896,10,2.8284271075565107e-08,True
1897,40,8.717798333316396e-08,True
1898,12,3.999999975690119e-08,True
1899,14,3.999999990955686e-08,True
1900,36,8.000001017194901e-08,True
1901,14,4.0000000894879953e-08,True
1902,36,7.999998796748841e-08,True
1903,36,9.79795680852155e-08,True
1904,16,2.8284273038180908e-08,True
1905,32,1.4142133339653288e-08,True
1906,11,2.0350724194510405e-15,True
1907,12,4.472135729217575e-08,True
1908,20,9.483150488903745e-15,True
1909,8,1.9999998990272224e-08,True
1910,10,3.872983500397662e-08,True
1911,8,0.0,True
1912,6,0.0,True
1913,8,2.8284271860611293e-08,True
1914,9,2.645751265611375e-08,True
1915,7,1.4142135616287197e-08,True
1916,36,6.000000229989126e-08,True
1917,25,7.81025100444721e-08,True
1918,10,5.087681048627601e-16,True
1919,40,5.6568558480092206e-08,True
1920,40,5.656855172869471e-08,True
1921,24,1.1866928732135989e-15,True
1922,14,4.4721359402329744e-08,True
1923,32,7.549835483458476e-08,True
1924,16,2.9373740229761033e-16,True
1925,19,1.9999997324938054e-08,True
1926,54,1.7320505287316733e-08,True
1927,36,2.2275401441590598e-14,True
1928,36,9.797957715014786e-08,True
1929,24,6.000000052353127e-08,True
1930,24,2.8284277355935516e-08,True
1931,46,1.3856406504536658e-07,True
1932,24,4.5825755798879846e-08,True
1933,30,3.000000603492494e-08,True
1934,28,5.656853524272368e-08,True
1935,22,3.464101337689756e-08,True
1936,20,2.828426353912221e-08,True
1937,28,3.9999995316010075e-08,True
1938,52,1.8220866883037115e-07,True
1939,36,2.8284270918560383e-08,True
1940,20,5.6568548431500226e-08,True
1941,16,1.999999993396188e-08,True
1942,54,1.2328830085029348e-07,True
1943,44,5.999999697081673e-08,True
1944,36,8.944270922207876e-08,True
1945,54,8.246212752106975e-08,True
1946,52,8.485283128276218e-08,True
1947,52,1.7204650628278225e-07,True
1948,23,2.8284268877435865e-08,True
1949,10,1.7320506944843794e-08,True
1950,26,2.828426950547307e-08,True
1951,23,3.605551141930211e-08,True
1952,58,1.1313706389106222e-07,True
1953,54,4.472136642790925e-08,True
1954,36,1.3856405094363988e-07,True
1955,28,2.8284270133510224e-08,True
1956,10,1.5059797815742444e-15,True
1957,18,3.464101491526791e-08,True
1958,26,4.0000001477750496e-08,True
1959,18,2.236067864608787e-08,True
1960,20,4.0000002865526206e-08,True
1961,20,2.8284272959676707e-08,True
1962,18,8.485280663230693e-08,True
1963,10,1.7320509316497767e-08,True
1964,22,6.403125557877762e-08,True
1965,52,1.1832160083548176e-07,True
1966,4,0.0,True
1967,20,1.7320508483215057e-08,True
1968,20,3.4641012223121034e-08,True
1969,20,5.099019247452401e-08,True
1970,32,3.9999993317608214e-08,True
1971,52,4.8989791838454694e-08,True
1972,24,4.898979591766961e-08,True
1973,22,2.999999707912593e-08,True
1974,20,5.1961524947535e-08,True
1975,20,2.828427672789812e-08,True
1976,4,1.0000000161269895e-08,True
1977,23,3.46410272222289e-08,True
1978,10,1.7320506944843794e-08,True
1979,20,4.123105815974582e-08,True
1980,25,5.656853649879757e-08,True
1981,18,3.4641016277366336e-08,True
1982,24,2.000000343116569e-08,True
1983,36,8.944272193265327e-08,True
1984,28,1.9999992773024176e-08,True
1985,20,4.472136553419002e-08,True
1986,24,4.898979140786557e-08,True
1987,32,1.7320506175664775e-08,True
1988,16,4.123105646335275e-08,True
1989,16,6.928203111251053e-08,True
1990,10,1.7320504380893568e-08,True
1991,16,5.6568541209074735e-08,True
1992,20,5.291502212307856e-08,True
1993,10,3.464101613314404e-08,True
1994,20,7.483314882362476e-08,True
1995,20,8.615273917950359e-15,True
1996,18,2.0000006983878193e-08,True
1997,22,4.898979736806047e-08,True
1998,22,2.8284265737251517e-08,True
1999,28,4.0000008638689904e-08,True
2000,20,3.464101594084808e-08,True
2001,20,6.324555043162784e-08,True
2002,25,3.872983305469975e-08,True
2003,24,9.797959509871486e-08,True
2004,22,5.291502850137726e-08,True
2005,22,5.477225663382846e-08,True
2006,28,5.656853963898346e-08,True
2007,31,5.196152389193136e-08,True
2008,20,4.2426413207736016e-08,True
2009,20,4.4721362853052265e-08,True
2010,17,5.656853461468655e-08,True
2011,14,3.464101481911966e-08,True
2012,20,2.0000001210718965e-08,True
2013,18,6.633249677642804e-08,True
2014,28,5.65685465473912e-08,True
2015,34,6.928203380465834e-08,True
2016,24,5.6568537126834425e-08,True
2017,26,4.89897983991955e-08,True
2018,28,4.0000003309617824e-08,True
2019,15,3.162277539135568e-08,True
2020,52,4.898988847063662e-08,True
2021,25,3.316625580281229e-08,True
2022,22,1.538370149106851e-15,True
2023,12,2.828426981949176e-08,True
2024,17,1.9999999004150015e-08,True
2025,32,9.797957606235574e-08,True
2026,30,2.8284274843788558e-08,True
2027,22,3.464100927457862e-08,True
2028,24,6.92820539316688e-08,True
2029,14,2.828427060453743e-08,True
2030,22,2.8284262911085974e-08,True
2031,22,8.999999935434155e-08,True
2032,20,3.7416572839198514e-08,True
2033,24,3.741656723119882e-08,True
2034,24,3.9999991763298375e-08,True
2035,14,1.018776108209774e-15,True
2036,20,5.6568535556742245e-08,True
2037,19,2.449489723364052e-08,True
2038,24,6.633249520312771e-08,True
2039,14,4.24264091254956e-08,True
2040,24,7.211102014429985e-08,True
2041,46,3.464099748040699e-08,True
2042,16,2.44948963951338e-08,True
2043,10,1.7320511303559297e-08,True
2044,28,1.0392303807953245e-07,True
2045,18,6.999999963801842e-08,True
2046,20,3.1622779920331774e-08,True
2047,24,2.449490289922358e-08,True
2048,14,2.8284270212014312e-08,True
2049,22,6.633249198957702e-08,True
2050,44,6.6332487403574e-08,True
2051,10,9.222205069512407e-16,True
2052,20,3.316624796978299e-08,True
2053,28,7.483315821480156e-08,True
2054,18,6.000000052353017e-08,True
2055,22,8.717797854475406e-08,True
2056,20,3.162278132466511e-08,True
2057,16,4.000000286552576e-08,True
2058,23,1.414213561628772e-08,True
2059,20,3.4641014146082925e-08,True
2060,18,3.464101260771333e-08,True
2061,18,3.999999442783114e-08,True
2062,24,5.7445620163694035e-08,True
2063,14,4.1231061343847145e-08,True
2064,30,2.999999493269466e-08,True
2065,22,3.741656734988613e-08,True
2066,22,4.8989796733514444e-08,True
2067,16,4.8989797096111e-08,True
2068,19,4.795831072840751e-08,True
2069,40,6.928201854915843e-08,True
2070,44,1.0392306679577529e-07,True
2071,22,4.472135788798405e-08,True
2072,10,5.196152288569156e-08,True
2073,20,3.6055509825815415e-08,True
2074,16,4.2426416661939446e-08,True
2075,18,5.2915026822877e-08,True
2076,10,1.73205100215841e-08,True
2077,20,1.414212988545148e-08,True
2078,24,7.99999950729124e-08,True
2079,28,4.8989824200265853e-08,True
2080,27,5.1961527949493325e-08,True
2081,18,8.944272379455317e-08,True
2082,22,3.4641008377194546e-08,True
2083,24,3.6055516969568876e-08,True
2084,24,4.0000013967756584e-08,True
2085,18,3.4641014146082826e-08,True
2086,18,2.8284270800799587e-08,True
2087,20,6.928203566352226e-08,True
2088,20,6.244998846223324e-08,True
2089,20,5.999999712809854e-08,True
2090,22,4.582575342922769e-08,True
2091,20,5.656854026701977e-08,True
2092,20,5.6568539432907604e-08,True
2093,14,1.4142134281708871e-08,True
2094,18,3.464100619783686e-08,True
2095,46,1.0392305346323398e-07,True
2096,28,5.656854748944464e-08,True
2097,40,4.8989789844166687e-08,True
2098,18,3.464101608119306e-08,True
2099,20,3.605551746224259e-08,True
2100,24,4.744229343803586e-15,True
2101,10,1.732051021388036e-08,True
2102,14,4.4721359675408587e-08,True
2103,30,8.366599921232622e-08,True
2104,18,4.898979442195553e-08,True
2105,10,2.482534153247273e-16,True
2106,20,5.2915025177817255e-08,True
2107,24,8.944272550750189e-08,True
2108,17,4.358898540089739e-08,True
2109,28,6.928203008693112e-08,True
2110,32,5.0990196567898055e-08,True
2111,40,2.147757934051197e-14,True
2112,24,5.3851649278210435e-08,True
2113,46,4.472137089646341e-08,True
2114,20,2.828427107556664e-08,True
2115,28,4.000002107318893e-08,True
2116,22,5.3851649475834604e-08,True
2117,54,1.7549927154926193e-07,True
2118,18,4.2426388504947955e-08,True
2119,32,3.99999962041892e-08,True
2120,10,3.4641015492156484e-08,True
2121,32,6.000001651074182e-08,True
2122,20,5.656854340720588e-08,True
2123,30,1.478979130238212e-14,True
2124,22,6.928204213749656e-08,True
2125,32,5.656853131749245e-08,True
2126,28,5.656853398665036e-08,True
2127,18,4.4721363448861136e-08,True
2128,10,1.732050982928784e-08,True
2129,41,3.872982695604549e-08,True
2130,24,3.99999953160108e-08,True
2131,27,5.4772259714839105e-08,True
2132,20,3.4641016913170865e-08,True
2133,52,1.09544515700034e-07,True
2134,18,4.472136051016153e-08,True
2135,28,9.165149832133706e-08,True
2136,48,8.00000008460711e-08,True
2137,20,3.464101886535389e-08,True
2138,48,4.8989791294554344e-08,True
2139,40,6.928202893315372e-08,True
2140,29,3.605550489908747e-08,True
2141,36,9.797958258910869e-08,True
2142,14,3.4641017158724235e-08,True
2143,10,3.46410144665764e-08,True
2144,18,3.464101792790941e-08,True
2145,12,6.928202726658511e-08,True
2146,28,8.485282107715787e-08,True
2147,12,5.656853901094547e-08,True
2148,18,4.4721362455846984e-08,True
2149,10,3.4641016902329135e-08,True
2150,36,9.79795929231314e-08,True
2151,25,5.9160813910634804e-08,True
2152,22,1.9999998102094056e-08,True
2153,20,4.472135780109562e-08,True
2154,18,1.999999899027226e-08,True
2155,40,7.348471250494306e-08,True
2156,20,3.464101324870002e-08,True
2157,20,4.0000000645080104e-08,True
2158,30,2.8284268877435775e-08,True
2159,18,4.89897959629942e-08,True
2160,32,6.928203239448669e-08,True
2161,26,7.211102442439417e-08,True
2162,28,8.30662410827213e-08,True
2163,10,5.196152698801198e-08,True
2164,42,2.828426039894069e-08,True
2165,24,6.928203321174537e-08,True
2166,27,3.464101953038346e-08,True
2167,20,5.656855094364804e-08,True
2168,20,1.999999410529174e-08,True
2169,10,1.7320508290917673e-08,True
2170,20,3.999999043102796e-08,True
2171,30,6.324555464462882e-08,True
2172,42,9.380831135989025e-08,True
2173,32,9.797958041352465e-08,True
2174,24,6.928203431744846e-08,True
2175,40,6.928204418867021e-08,True
2176,19,1.7320506432053876e-08,True
2177,54,4.898979120390797e-08,True
2178,54,8.246213850722726e-08,True
2179,35,5.099019635016528e-08,True
2180,14,3.4641018761193085e-08,True
2181,15,3.464101863299556e-08,True
2182,33,6.403124678802018e-08,True
2183,43,8.717798261681314e-08,True
2184,20,6.633249828278012e-08,True
2185,30,6.000000255893948e-08,True
2186,54,1.0000007755196392e-07,True
2187,34,6.633250437513728e-08,True
2188,48,1.788854110710298e-07,True
2189,27,4.5825752843179725e-08,True
2190,27,7.810249136602857e-08,True
2191,54,7.211097420256708e-08,True
2192,27,4.690415381001058e-08,True
2193,44,6.92820347020469e-08,True
2194,27,3.316624957655945e-08,True
2195,30,6.00000024849243e-08,True
2196,4,9.9999999392253e-09,True
2197,52,1.4966628933910114e-07,True
2198,34,4.898979467690688e-08,True
2199,40,1.3856404581573937e-07,True
2200,40,1.401543892911863e-14,True
2201,40,6.928204162470815e-08,True
2202,20,5.656854152309332e-08,True
2203,40,1.7320549506449068e-08,True
2204,36,4.000000064509601e-08,True
2205,24,6.928203403701627e-08,True
2206,36,6.928203649680794e-08,True
2207,52,7.745966571524491e-08,True
2208,36,4.0000006862340516e-08,True
2209,40,3.464103747803014e-08,True
2210,56,3.464102722223007e-08,True
2211,4,1.7320507714028868e-08,True
2212,35,3.872984113846561e-08,True
2213,4,9.999999828202988e-09,True
2214,36,3.000000988369959e-08,True
2215,44,3.46410185368474e-08,True
2216,20,3.9999998591167243e-08,True
2217,4,9.99999993922529e-09,True
2218,34,3.316624878990875e-08,True
2219,26,4.690415467692559e-08,True
2220,4,9.99999993922529e-09,True
2221,36,3.999999576009851e-08,True
2222,40,1.2124355092146335e-07,True
2223,24,6.928200931893361e-08,True
2224,42,1.1661901363547713e-07,True
2225,36,8.000000484287324e-08,True
2226,34,6.3245552748781e-08,True
2227,36,6.928202547182334e-08,True
2228,27,2.4494898004163378e-08,True
2229,42,3.7416564874138336e-08,True
2230,36,4.00000366163143e-08,True
2231,36,4.000000686233061e-08,True
2232,42,1.999999454938258e-08,True
2233,36,6.928203649680618e-08,True
2234,31,2.999999828186753e-08,True
2235,36,4.4721350241779427e-08,True
2236,36,5.6568530218429876e-08,True
2237,34,2.8284270761548232e-08,True
2238,33,6.782329044865807e-08,True
2239,36,2.236067864608806e-08,True
2240,4,1.41421357732964e-08,True
2241,40,8.660255395385094e-08,True
2242,40,5.6568543564214336e-08,True
2243,30,5.1961520295034306e-08,True
2244,40,6.928201137010068e-08,True
2245,28,7.999999152019674e-08,True
2246,24,5.6568540895057254e-08,True
2247,28,6.928203136890615e-08,True
2248,40,8.246210490250025e-08,True
2249,28,9.81056539720242e-15,True
2250,24,7.999999828681084e-08,True
2251,32,4.000000863868844e-08,True
2252,34,8.485284776872971e-08,True
2253,24,6.928203034332554e-08,True
2254,40,4.898980063144679e-08,True
2255,40,1.2000001377761842e-07,True
2256,24,5.656854874551868e-08,True
2257,22,1.0916377626985478e-14,True
2258,32,8.94427171661883e-08,True
2259,56,6.783694584412512e-14,True
2260,36,7.999999329655483e-08,True
2261,40,3.35546427924413e-14,True
2262,32,2.8284268249409688e-08,True
2263,32,8.94426933338598e-08,True
2264,27,3.741657409283909e-08,True
2265,36,3.316625225451776e-08,True
2266,48,9.797959464546966e-08,True
2267,18,2.8284264795195287e-08,True
2268,36,2.828426086996498e-08,True
2269,28,5.656855094365036e-08,True
2270,36,4.472134954667068e-08,True
2271,36,5.65685525137457e-08,True
2272,36,2.000000165481389e-08,True
2273,54,1.720465065925384e-07,True
2274,52,2.8284276256871618e-08,True
2275,52,2.2000001723396148e-07,True
2276,40,1.385640658466007e-07,True
2277,56,2.449488148332172e-08,True
2278,36,5.29150257738173e-08,True
2279,22,4.795831654098419e-08,True
2280,32,8.944272570610489e-08,True
2281,18,8.717797049615098e-08,True
2282,42,4.4721349509433304e-08,True
2283,47,5.567765886322591e-08,True
2284,36,5.656853492870524e-08,True
2285,36,9.797959763689634e-08,True
2286,60,6.244999660003183e-08,True
2287,44,6.708204450248975e-08,True
2288,52,9.165151763029756e-08,True
2289,52,1.0392305307864155e-07,True
2290,60,3.4640973635679487e-08,True
2291,20,3.316624830452824e-08,True
2292,20,4.00000024214369e-08,True
2293,20,6.244997885777901e-08,True
2294,24,5.656852582217142e-08,True
2295,10,1.0877919644084146e-15,True
2296,20,2.4494899273251637e-08,True
2297,26,2.8284267307343195e-08,True
2298,20,1.9999998102096266e-08,True
2299,24,5.656854529131512e-08,True
2300,17,2.4494898752017052e-08,True
2301,28,6.451634145244584e-15,True
2302,22,6.633248335316007e-08,True
2303,20,2.8284276727898828e-08,True
2304,24,5.656854654738927e-08,True
2305,42,1.183216036879442e-07,True
2306,24,6.480740741250724e-08,True
2307,12,5.254534392573277e-15,True
2308,26,4.472135967540998e-08,True
2309,22,3.464103183733935e-08,True
2310,22,1.4142137421894193e-08,True
2311,16,3.2023728339893768e-15,True
2312,22,1.0392303859232245e-07,True
2313,22,3.4641016966428704e-08,True
2314,36,1.4888583356622763e-14,True
2315,40,1.3856403504714884e-07,True
2316,14,2.8284271389583626e-08,True
2317,20,4.000000330961646e-08,True
2318,28,2.8284273587713057e-08,True
2319,36,3.99999837696901e-08,True
2320,24,6.633249540397452e-08,True
2321,42,1.1661904508268742e-07,True
2322,32,6.633248562942547e-08,True
2323,30,2.236066573691597e-08,True
2324,24,3.999999886872357e-08,True
2325,10,1.732050643205374e-08,True
2326,19,1.4142141033106584e-08,True
2327,20,6.928202585641256e-08,True
2328,28,2.000001142477007e-08,True
2329,24,2.8284274529769327e-08,True
2330,20,3.999999798054452e-08,True
2331,29,5.477224714755984e-08,True
2332,36,1.1313708618637145e-07,True
2333,20,5.196152083186166e-08,True
2334,10,1.7320511239460462e-08,True
2335,22,2.8284275471825405e-08,True
2336,30,6.633247826504304e-08,True
2337,18,3.1622776269063966e-08,True
2338,14,3.999999995119019e-08,True
2339,20,3.4641009787367336e-08,True
2340,25,2.449489256520073e-08,True
2341,10,1.732050976518915e-08,True
2342,27,2.236068001148229e-08,True
2343,14,3.4641015620354e-08,True
2344,20,5.291502594166504e-08,True
2345,42,1.371130900735117e-07,True
2346,17,3.464102081235366e-08,True
2347,18,2.828426981949138e-08,True
2348,19,3.741657007970644e-08,True
2349,20,3.9999997536456713e-08,True
2350,40,5.999999832158789e-08,True
2351,30,2.449490017974415e-08,True
2352,54,1.1661909126225153e-07,True
2353,18,4.3588985706540204e-08,True
2354,52,8.717796754160584e-08,True
2355,28,6.92820275229811e-08,True
2356,40,1.1313708430226284e-07,True
2357,22,3.4641022094328804e-08,True
2358,18,4.472135917890173e-08,True
2359,26,6.928203162530053e-08,True
2360,20,5.656854905953718e-08,True
2361,10,5.196152500095052e-08,True
2362,20,3.7416575977008846e-08,True
2363,26,5.656854780346397e-08,True
2364,25,3.316625388535286e-08,True
2365,26,2.8284274529769784e-08,True
2366,50,1.3114877266879794e-07,True
2367,20,2.2360680445925268e-08,True
2368,10,3.4641015940847776e-08,True
2369,24,4.898978893767234e-08,True
2370,22,1.9999994549381108e-08,True
2371,19,2.2360677255869063e-08,True
2372,10,1.7320508996003995e-08,True
2373,25,9.999991057456676e-09,True
2374,26,3.162277487350796e-08,True
2375,28,4.000000242143655e-08,True
2376,28,4.000000669579727e-08,True
2377,24,4.0000000030987715e-08,True
2378,20,6.928203213809167e-08,True
2379,24,7.348469469990233e-08,True
2380,20,5.656854042402851e-08,True
2381,32,5.291501982563313e-08,True
2382,22,2.0000004319343172e-08,True
2383,26,6.324555015076204e-08,True
2384,25,3.3166250714691144e-08,True
2385,16,3.4641019145785615e-08,True
2386,20,5.656853587076048e-08,True
2387,22,5.656853587076054e-08,True
2388,22,3.46409790199642e-08,True
2389,36,9.797958947845707e-08,True
2390,16,4.8989794648578916e-08,True
2391,42,7.483314206954526e-08,True
2392,24,3.162277053186954e-08,True
2393,18,5.564698735586297e-15,True
2394,14,3.9999998618922654e-08,True
2395,24,5.744561931332826e-08,True
2396,18,1.7320506816646376e-08,True
2397,20,6.000000496442447e-08,True
2398,24,4.2426407437646756e-08,True
2399,10,5.1961525641938084e-08,True
2400,10,1.1322097734007351e-15,True
2401,18,2.0000002098896653e-08,True
2402,14,3.999999896586728e-08,True
2403,22,4.898979469390351e-08,True
2404,24,3.9968028886505635e-15,True
2405,14,5.47517423637137e-15,True
2406,20,5.099020092255063e-08,True
2407,42,9.380831119419644e-08,True
2408,22,1.2584269018227404e-14,True
2409,28,1.3856405966107073e-07,True
2410,10,3.464101613314404e-08,True
2411,19,5.1961511518845875e-08,True
2412,24,5.656853838290879e-08,True
2413,20,5.656855047262088e-08,True
2414,14,3.9999999978945766e-08,True
2415,46,3.4641024145490396e-08,True
2416,20,6.244997608444245e-08,True
2417,28,3.9999997536456396e-08,True
2418,25,1.4142124233120988e-08,True
2419,20,2.4494891114815574e-08,True
2420,22,1.9999990996668356e-08,True
2421,20,2.828427549145364e-08,True
2422,14,4.000000086712421e-08,True
2423,14,2.8284270859677366e-08,True
2424,20,2.999999656102234e-08,True
2425,24,4.8989799101728355e-08,True
2426,20,6.928203188169574e-08,True
2427,29,4.2426408392787524e-08,True
2428,23,6.708204024132322e-08,True
2429,18,6.633249687685149e-08,True
2430,22,3.6055512443137435e-08,True
2431,30,4.5825762424980954e-08,True
2432,25,5.1961517116805096e-08,True
2433,16,4.000000108916881e-08,True
2434,17,3.7416575969590075e-08,True
2435,10,3.46410176715142e-08,True
2436,18,2.828427735593492e-08,True
2437,28,6.928203508663336e-08,True
2438,29,4.6904148981325483e-08,True
2439,9,3.741657767572763e-08,True
2440,18,4.000000197734721e-08,True
2441,30,7.483315084131759e-08,True
2442,20,5.656854717542713e-08,True
2443,20,5.999999997304468e-08,True
2444,22,4.4721369208340316e-08,True
2445,10,1.7320506944843794e-08,True
2446,24,4.8989789118973096e-08,True
2447,42,9.591663192050291e-08,True
2448,28,6.000000266996145e-08,True
2449,20,4.472136503768278e-08,True
2450,24,2.2360680632118128e-08,True
2451,18,2.828427085967885e-08,True
2452,20,3.464101485116991e-08,True
2453,22,4.8989796960136885e-08,True
2454,38,3.464101709462688e-08,True
2455,47,3.6055516923389626e-08,True
2456,28,1.1832158683590039e-07,True
2457,10,1.7320509701090304e-08,True
2458,24,9.999996164469885e-09,True
2459,18,6.63324960734639e-08,True
2460,24,3.464101286410791e-08,True
2461,46,3.4641020812354736e-08,True
2462,20,2.236067914259599e-08,True
2463,36,5.6568542151130836e-08,True
2464,20,1.9999999434365672e-08,True
2465,20,5.291502027673011e-08,True
2466,18,2.0000003431164418e-08,True
2467,14,4.4721360283629376e-08,True
2468,18,3.9999994871920965e-08,True
2469,16,6.928203314764601e-08,True
2470,21,7.348469809169807e-08,True
2471,20,7.960432637374953e-15,True
2472,22,2.8284279554067495e-08,True
2473,21,3.3166251472050844e-08,True
2474,22,6.324555225726123e-08,True
2475,22,4.898979782130572e-08,True
2476,20,5.999999671176455e-08,True
2477,27,2.0000003715660044e-08,True
2478,30,6.324555731286474e-08,True
2479,20,4.04584524955367e-15,True
2480,26,2.0000004319343e-08,True
2481,24,7.483314692461993e-08,True
2482,24,2.828426809238993e-08,True
2483,25,2.8284274215753564e-08,True
2484,16,1.9999994549380555e-08,True
2485,24,6.633248793916487e-08,True
2486,22,3.464101965857621e-08,True
2487,20,3.46410082489991e-08,True
2488,32,7.348468349715683e-08,True
2489,36,2.466194959700875e-14,True
2490,40,5.656853806888985e-08,True
2491,18,3.316625011215008e-08,True
2492,20,2.8284270270895272e-08,True
2493,10,2.482534153247273e-16,True
2494,20,5.656854340720413e-08,True
2495,27,5.196152339848163e-08,True
2496,34,4.4721358732045606e-08,True
2497,40,5.656852425207615e-08,True
2498,30,6.000000081959086e-08,True
2499,24,8.71779774240627e-08,True
2500,16,7.691850745534255e-16,True
2501,22,6.000000118966453e-08,True
2502,10,1.732050643205374e-08,True
2503,30,1.732048809980979e-08,True
2504,24,1.4142132554607873e-08,True
2505,20,1.4142134438720679e-08,True
2506,46,1.0392304833533392e-07,True
2507,18,3.9999996204188746e-08,True
2508,6,1.7320509252399012e-08,True
2509,36,8.944273265720098e-08,True
2510,18,3.464101312050342e-08,True
2511,40,6.0647044203266556e-15,True
2512,23,4.358899004922002e-08,True
2513,19,2.9999994488607483e-08,True
2514,20,4.000000330961504e-08,True
2515,21,3.8729833312692324e-08,True
2516,20,2.8284267935381454e-08,True
2517,10,3.464101715872415e-08,True
2518,20,4.472135982436069e-08,True
2519,20,3.9999999347506474e-08,True
2520,20,4.0000000867124517e-08,True
2521,18,6.92820300869307e-08,True
2522,20,7.999999729335674e-08,True
2523,36,9.797959654910472e-08,True
2524,14,6.311815622910464e-15,True
2525,18,4.898979283559241e-08,True
2526,25,1.7320514636694732e-08,True
2527,10,3.464101632544032e-08,True
2528,16,3.464100759198541e-08,True
2529,50,1.4696937750963438e-07,True
2530,28,3.999999842463544e-08,True
2531,25,4.582576358787735e-08,True
2532,20,1.7320515149485385e-08,True
2533,18,3.464101978677604e-08,True
2534,20,7.021749221830688e-15,True
2535,30,6.633249297289006e-08,True
2536,32,6.928204162470937e-08,True
2537,44,4.000000042303504e-08,True
2538,40,1.2124357989410268e-07,True
2539,22,4.242640849745994e-08,True
2540,42,1.3114877038314812e-07,True
2541,28,3.9999992207385315e-08,True
2542,10,5.1961522372901516e-08,True
2543,24,1.0583005410734159e-07,True
2544,12,2.828427278304072e-08,True
2545,20,9.380831209365791e-08,True
2546,38,9.797958494599013e-08,True
2547,24,6.324554817591772e-08,True
2548,28,3.999999176329554e-08,True
