ids,prediction,prediction,prediction,prediction,prediction,prediction,prediction,prediction,prediction
0.0,2.4352638721466064,-2.371666751876944e-11,0.17606697976589203,3.5401797049416928e-09,2.3381340503692627,-7.23924742374038e-09,0.11638322472572327,-1.5261555574852537e-08,2.483828544616699
0.0,2.421513080596924,-9.704959502698784e-09,-0.19108207523822784,6.26673157810842e-10,2.3460147380828857,-2.168105162070333e-08,-0.11923649907112122,-1.2267620697059556e-08,2.488386392593384
0.0,2.421513080596924,2.4693868283520715e-08,0.19108207523822784,1.970506247062076e-08,2.3460147380828857,1.004735850074212e-08,0.1192365288734436,-1.7907979099618387e-08,2.488386392593384
0.0,2.4352638721466064,9.091515096315561e-09,-0.17606684565544128,1.224871226668256e-08,2.3381340503692627,-1.986061803904704e-08,-0.11638320982456207,-1.7444911293296173e-08,2.483828544616699
0.0,-3.0830235481262207,-0.12975379824638367,1.1114212274551392,-0.12309592962265015,-1.8523972034454346,-0.033535316586494446,1.0868521928787231,-0.033079031854867935,-2.920663595199585
0.0,-1.7682452201843262,-6.762367998902619e-09,-0.12868086993694305,-1.6398965740904714e-08,-4.001041412353516,1.907626412389618e-08,-0.03310181945562363,1.3048423674888454e-08,-2.05329966545105
0.0,-1.7646514177322388,-2.5655102930954854e-08,-0.14826299250125885,5.290627047571661e-09,-4.0204997062683105,9.742579187843603e-09,-0.040467873215675354,4.3293781892828065e-09,-2.0511436462402344
0.0,-3.091352939605713,0.1392074078321457,-1.1028920412063599,0.1393965631723404,-1.8558549880981445,-0.03847523406147957,-1.0849915742874146,-0.04572775214910507,-2.921321153640747
0.0,-1.7682453393936157,-9.710429793585718e-09,0.12868081033229828,-1.888922440684837e-08,-4.001040935516357,-2.5729828934117904e-08,0.03310185670852661,-7.116116762517777e-08,-2.053299903869629
0.0,-1.7646510601043701,-4.662162567115047e-08,0.14826294779777527,-1.235313074055e-09,-4.0204997062683105,-2.385372788182849e-08,0.04046780988574028,-2.3956131300906236e-08,-2.0511434078216553
0.0,-3.091353178024292,-0.1392073929309845,-1.1028920412063599,-0.1393965184688568,-1.8558552265167236,0.038475267589092255,-1.0849915742874146,0.04572776332497597,-2.921321392059326
0.0,-3.0830237865448,0.12975379824638367,1.1114212274551392,0.12309592962265015,-1.8523974418640137,0.03353533893823624,1.0868521928787231,0.033079054206609726,-2.920663833618164
0.0,-3.083024024963379,0.1297537237405777,-1.1114214658737183,0.12309582531452179,-1.8523975610733032,-0.03353537619113922,-1.0868524312973022,-0.03307918831706047,-2.920664072036743
0.0,-3.091353416442871,-0.13920743763446808,1.1028920412063599,-0.13939659297466278,-1.8558553457260132,-0.03847530856728554,1.0849915742874146,-0.045727819204330444,-2.9213216304779053
0.0,-3.083024024963379,-0.1297537237405777,-1.1114213466644287,-0.1230957955121994,-1.8523976802825928,0.0335354320704937,-1.0868523120880127,0.03307922184467316,-2.920664072036743
0.0,-3.091353178024292,0.1392073631286621,1.1028921604156494,0.1393965184688568,-1.855855107307434,0.038475338369607925,1.084991693496704,0.045727841556072235,-2.921321392059326
0.0,5.512436866760254,-0.08916781097650528,0.22199900448322296,-0.27332109212875366,5.376948356628418,0.36766454577445984,-0.38523998856544495,-0.5792888402938843,5.4080986976623535
0.0,5.512436866760254,0.08916779607534409,-0.2219989150762558,0.27332112193107605,5.376948356628418,0.3676645755767822,0.3852401375770569,-0.5792887806892395,5.4080986976623535
0.0,5.512436866760254,0.08916791528463364,0.22199897468090057,0.27332109212875366,5.37694787979126,-0.3676646053791046,-0.38523995876312256,0.5792888402938843,5.4080986976623535
0.0,5.512436866760254,-0.0891677737236023,-0.22199887037277222,-0.27332115173339844,5.376948356628418,-0.3676646053791046,0.3852400779724121,0.5792888402938843,5.4080986976623535
1.0,2.5044898986816406,4.787235052816641e-09,0.1678571254014969,-3.0756677205090455e-08,2.6208598613739014,-2.615435690245249e-08,0.08745352178812027,-3.83004490345229e-08,2.6345019340515137
1.0,2.364492893218994,-5.879583753198858e-08,-0.09083648771047592,-7.549376235260752e-09,2.6367104053497314,3.956748884093031e-08,-0.027675582095980644,2.154841460821899e-08,2.3997507095336914
1.0,2.5547642707824707,4.244091300620312e-09,0.12182974815368652,2.313882951909818e-08,2.1072564125061035,-2.99354034893895e-08,0.24999533593654633,8.941819729102463e-09,2.6411008834838867
1.0,-2.3477940559387207,2.1322772880694174e-08,0.16730570793151855,1.2590783526889027e-08,-3.8246781826019287,1.1032484259487774e-08,0.1491723209619522,3.8253222811590604e-08,-1.9858829975128174
1.0,-3.1421990394592285,-0.10361207276582718,1.1500412225723267,-0.14631830155849457,-1.9140222072601318,0.0034043313935399055,1.088660478591919,-0.061410289257764816,-2.9494271278381348
1.0,-1.6182518005371094,6.075611480582666e-08,-0.2532872259616852,-1.0079329371137646e-08,-3.7044994831085205,3.576227092239037e-09,-0.04483648017048836,-2.3282723304873798e-08,-2.8707494735717773
1.0,-1.6823999881744385,-8.115186744817038e-09,-0.12543566524982452,2.3289286055216962e-09,-4.34949254989624,-1.5845662559854645e-08,-0.03840506076812744,-3.444761276227837e-08,-2.1067428588867188
1.0,-3.1208577156066895,0.04681295529007912,-1.0776512622833252,0.04284094646573067,-2.045461893081665,0.11922178417444229,-1.048453450202942,0.11392762511968613,-2.986085891723633
1.0,-1.8487447500228882,3.34235465970778e-08,0.10406411439180374,1.6056510787620937e-08,-4.386044502258301,3.080567978486215e-08,0.058012645691633224,1.3564708467583841e-08,-2.0456509590148926
1.0,-3.1421990394592285,0.10361204296350479,1.1500412225723267,0.14631827175617218,-1.9140222072601318,-0.003404331160709262,1.088660478591919,0.06141025200486183,-2.9494266510009766
1.0,-3.160975456237793,0.43968406319618225,-0.8378676772117615,0.40518710017204285,-2.1684865951538086,-0.37233296036720276,-0.9320788979530334,-0.29459068179130554,-3.010104179382324
1.0,-3.157390594482422,0.02228405326604843,0.9941792488098145,-0.07420749217271805,-1.8953007459640503,0.0911799818277359,1.0341309309005737,0.08574123680591583,-3.0537028312683105
1.0,-3.1609749794006348,-0.43968403339385986,-0.8378676772117615,-0.40518707036972046,-2.1684863567352295,0.3723330497741699,-0.9320787787437439,0.2945907711982727,-3.010104179382324
1.0,-3.15739107131958,-0.022284021601080894,0.9941792488098145,0.07420751452445984,-1.895301103591919,-0.0911799967288971,1.0341309309005737,-0.08574126660823822,-3.0537028312683105
1.0,-3.1208577156066895,-0.04681294783949852,-1.0776511430740356,-0.04284093156456947,-2.045461654663086,-0.1192217543721199,-1.0484533309936523,-0.11392765492200851,-2.986085891723633
1.0,3.1858010292053223,-2.0376488052420427e-08,-0.36721646785736084,-1.663301674170725e-08,3.0462486743927,-2.5915804613418914e-08,-0.4207881987094879,1.650761305427295e-08,3.5454659461975098
1.0,5.783515453338623,0.19264136254787445,-0.1295819729566574,0.10549789667129517,5.504449844360352,0.2494383305311203,0.2288534790277481,-0.5643420815467834,5.205939769744873
1.0,5.241727828979492,0.03544791787862778,0.0387398898601532,0.3119342029094696,5.445641994476318,-0.1857050359249115,-0.37757712602615356,0.27304401993751526,5.687482833862305
1.0,5.241727828979492,-0.035447947680950165,0.038739919662475586,-0.3119341731071472,5.445641994476318,0.1857050508260727,-0.37757718563079834,-0.2730439603328705,5.687482833862305
1.0,5.783515453338623,-0.19264136254787445,-0.1295819878578186,-0.10549791157245636,5.504449844360352,-0.24943841993808746,0.2288535088300705,0.5643420219421387,5.205939769744873
2.0,2.4220151901245117,-3.326876329978745e-09,0.19260457158088684,-2.277289645746805e-08,2.3579065799713135,1.1079952066950227e-08,0.14206437766551971,-1.0414338724729078e-08,2.526381731033325
2.0,2.425403118133545,-2.1659583016031547e-09,-0.14530251920223236,8.68269722786863e-09,2.384556770324707,2.753827743617876e-08,-0.08387142419815063,-1.3457428060803522e-08,2.436594247817993
2.0,2.4642698764801025,5.995222984722659e-09,0.1807582825422287,-1.527626203312593e-08,2.348050117492676,1.1966375446093025e-08,0.1549261510372162,2.735067505810207e-09,2.484588146209717
2.0,-1.7698441743850708,-4.2534100685998055e-08,0.12482915818691254,1.577687314124887e-09,-4.001081943511963,-1.4990622076993532e-08,0.051586829125881195,-8.618639135704598e-11,-2.0511791706085205
2.0,-3.076322555541992,-0.12442099303007126,1.0991836786270142,-0.1371612697839737,-1.8509217500686646,-0.018553951755166054,1.0832377672195435,-0.03882365673780441,-2.958115339279175
2.0,-1.7731399536132812,3.5748748405950437e-09,-0.14092426002025604,-3.8137937252713527e-10,-4.1045331954956055,-1.2677600302879455e-08,-0.029605213552713394,3.24832960529875e-08,-2.0128939151763916
2.0,-1.7700624465942383,-1.2472691324205698e-08,-0.11669204384088516,-1.3177377411466296e-08,-4.058365345001221,7.13354131320898e-09,-0.03756462782621384,-3.843727558461296e-09,-2.0271549224853516
2.0,-3.0906755924224854,0.12290236353874207,-1.1376593112945557,0.10857440531253815,-1.8332346677780151,-0.028214868158102036,-1.0905566215515137,-0.004027162212878466,-2.9469757080078125
2.0,-1.7590999603271484,1.2816244954194644e-08,0.13028882443904877,1.1502056196377453e-08,-4.086961269378662,1.355698131533245e-08,0.030865510925650597,2.733115422870469e-08,-2.0689854621887207
2.0,-3.076322555541992,0.12442097067832947,1.0991836786270142,0.1371612250804901,-1.8509217500686646,0.01855398900806904,1.0832377672195435,0.03882366418838501,-2.958115339279175
2.0,-3.1236937046051025,0.11046288907527924,-1.1942551136016846,0.13580086827278137,-1.8719440698623657,-0.014183728024363518,-1.1718149185180664,-0.033375080674886703,-2.979973793029785
2.0,-3.076953172683716,-0.13254690170288086,1.1176626682281494,-0.10894602537155151,-1.8637129068374634,-0.031090538948774338,1.0555355548858643,-0.023910028859972954,-2.896557331085205
2.0,-3.1236937046051025,-0.11046287417411804,-1.1942553520202637,-0.13580086827278137,-1.8719439506530762,0.014183703809976578,-1.1718151569366455,0.03337504342198372,-2.979973793029785
2.0,-3.076953172683716,0.13254688680171967,1.117662787437439,0.10894601047039032,-1.8637129068374634,0.03109052963554859,1.0555356740951538,0.02390998974442482,-2.896557331085205
2.0,-3.0906758308410645,-0.12290236353874207,-1.1376593112945557,-0.10857440531253815,-1.8332350254058838,0.0282148327678442,-1.0905566215515137,0.004027124959975481,-2.9469759464263916
2.0,2.4219577312469482,7.528841550197285e-09,-0.13357380032539368,8.29588309159135e-09,2.373110055923462,1.4370414191944292e-08,-0.1317492574453354,-1.5565360556024643e-08,2.5009841918945312
2.0,5.536637783050537,0.12818558514118195,-0.18500375747680664,0.20503436028957367,5.402331352233887,0.3877732753753662,0.3981304466724396,-0.5281076431274414,5.44084358215332
2.0,5.50025749206543,0.06024065613746643,0.2540780007839203,0.28676989674568176,5.411141872406006,-0.3032503128051758,-0.3228585422039032,0.5738255977630615,5.446609973907471
2.0,5.50025749206543,-0.06024063378572464,0.2540779709815979,-0.2867698669433594,5.411141872406006,0.3032502830028534,-0.3228584825992584,-0.5738255381584167,5.446609973907471
2.0,5.536638259887695,-0.12818552553653717,-0.18500381708145142,-0.20503433048725128,5.402331829071045,-0.3877732753753662,0.3981304168701172,0.5281076431274414,5.4408440589904785
3.0,2.5523734092712402,1.3906385376571961e-08,-0.09514546394348145,-9.029594849607747e-10,2.610954523086548,-1.7064929025423226e-08,-0.11310122162103653,-1.295564189263132e-08,2.6950130462646484
3.0,2.4702115058898926,1.2300374940821257e-08,0.2003636360168457,1.7380138217504282e-08,2.428391933441162,3.145240157209628e-08,0.14130662381649017,1.4328119135598172e-08,2.5700674057006836
3.0,2.3738842010498047,-1.9461106504081727e-08,-0.13376255333423615,-1.255733472760312e-08,2.49548602104187,1.2071192045937096e-08,-0.061289649456739426,-1.3599793291518836e-08,2.441295623779297
3.0,2.5209860801696777,-1.5226966354475735e-08,0.2418612539768219,2.1532025940018684e-08,2.339895009994507,-1.3926463537927702e-08,0.2345288246870041,-1.1167239577503096e-08,2.5277700424194336
3.0,-3.0626771450042725,-0.1221388503909111,1.1033357381820679,-0.12416771054267883,-1.8369861841201782,-0.015405511483550072,1.1030614376068115,-0.03915609046816826,-3.0101163387298584
3.0,-1.8047150373458862,-2.3319108422015233e-08,-0.10492321848869324,7.091820908300406e-09,-4.094778537750244,2.028679801924227e-08,-0.024318156763911247,3.75467195112833e-08,-2.176729202270508
3.0,-1.7751455307006836,1.1474957872792402e-08,-0.12688563764095306,-2.9737092788195696e-08,-4.157267093658447,2.6622817728139125e-08,-0.03212157264351845,1.9117210925401196e-08,-1.9427711963653564
3.0,-3.1190314292907715,0.06928502768278122,-1.174923062324524,0.06289774179458618,-1.8581598997116089,0.0310040432959795,-1.1203932762145996,0.04728122800588608,-2.997642993927002
3.0,-1.7282474040985107,-4.965666278167191e-08,0.0832991898059845,3.2588864939953055e-08,-4.249798774719238,2.63293724600544e-08,-0.0012744565028697252,4.317021851107938e-09,-2.0047435760498047
3.0,-1.9317880868911743,1.6558050930370882e-08,0.10953545570373535,3.196322762022419e-09,-3.9193577766418457,2.6508251593782006e-08,0.05897852033376694,-2.223618622565482e-09,-2.0270893573760986
3.0,-3.1190311908721924,-0.06928505003452301,-1.1749231815338135,-0.06289777904748917,-1.8581598997116089,-0.031004050746560097,-1.1203933954238892,-0.04728125035762787,-2.997643232345581
