weight_index,weight_value
363,5.2166128e-05
364,-0.0005565949
365,0.00013145174
366,-0.0010719604
367,0.00010773481
368,7.22089e-05
369,9.483724e-05
370,-0.00052531343
371,-0.00032644582
372,0.00023204793
373,5.2212683e-05
374,-0.0006253993
375,-6.5051986e-06
376,-0.00035462002
377,-0.00034681658
378,-3.4295995e-06
379,0.00018633378
380,0.00041755292
381,0.0005411853
382,5.4884156e-05
383,0.0002686691
384,0.0064954637
385,0.28429112
386,0.11224565
387,0.028694091
388,-0.35250086
389,-0.044056524
390,0.07811547
391,-0.020025363
392,0.12821347
393,-0.056285746
394,-0.033316918
395,-0.012895626
396,0.07413721
397,-0.025762346
398,-0.16255523
399,0.043101676
400,-0.03017333
401,0.18935439
402,0.1399688
403,0.021835212
404,-0.13081592
405,-0.3519261
406,-0.12613173
407,0.12297955
408,-0.14526914
409,0.017940154
410,0.3530298
411,-0.0076810946
412,0.03917439
413,-0.1069668
414,-0.22455047
415,0.12838903
416,0.11444103
417,-0.0053422167
418,0.101053305
419,-0.23047936
420,0.045731734
421,0.09309558
422,-0.13716826
423,-0.110189945
424,-0.043808337
425,0.3553147
426,-0.07131059
427,-0.02548452
428,0.016906843
429,0.078843616
430,-0.34687206
431,-0.022444932
432,0.1129061
433,-0.1433796
434,-0.08127987
435,-0.0372053
436,-0.022010898
437,0.19608484
438,0.34244537
439,0.045559205
440,0.08526688
441,-0.031517502
442,-0.02381636
443,-0.07529017
444,-0.15125263
445,0.05453246
446,-0.22058779
447,-0.18959042
448,-0.01366729
449,-0.28265575
450,-0.08281141
451,0.048156016
452,0.36466706
453,0.020459585
454,-0.032734863
455,-0.05684451
456,-0.039601665
457,0.058569025
458,0.0124141015
459,-0.046001177
460,-0.016008047
461,-0.031627864
462,0.091532126
463,0.05356325
464,0.009453786
465,-0.15824948
466,-0.08486295
467,0.007368039
468,0.013276702
469,0.3608542
470,0.013943173
471,-0.015375046
472,0.10693042
473,-0.015694495
474,-0.34791362
475,-0.055936493
476,0.03523877
477,0.085064635
478,0.21120358
479,0.035559
480,-0.018655343
481,0.033678018
482,-0.08674572
483,0.13127674
484,0.00784654
485,0.01869265
486,0.06346707
487,0.14532313
488,-0.008623173
489,-0.3649044
490,0.00819015
491,0.038175795
492,-0.003414139
493,-0.05844199
494,0.35213432
495,-0.104025565
496,-0.07833708
497,-0.11587766
498,5.771265e-05
499,0.050546207
500,0.041812915
501,-0.17826572
502,-0.35041314
503,-0.025819091
504,0.07758511
505,-0.100765
506,-0.056170825
507,0.0080366535
508,-0.06614638
509,-0.031523824
510,0.18154407
511,0.15104014
512,0.00010658024
513,-3.970222e-06
514,1.8632009e-06
515,6.494716e-05
516,0.00029626087
517,9.740914e-05
518,0.00034064255
519,4.5297443e-06
520,-2.030937e-05
521,5.67153e-05
522,0.00051084755
523,0.00018951629
524,0.00034624359
525,-2.9045756e-05
526,-4.5584053e-05
527,-0.00032619882
528,0.00043518053
529,-7.485995e-05
530,-0.00073443697
531,-0.00037928118
